date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,avg_wind_speed_kmh
Thu Jun 09 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.2,6.1,17.2,1.3,7.9
Fri Jun 10 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.5,7.2,15,0,8.9
Sun Jun 12 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.9,6.7,18.9,0,10.2
Mon Jun 13 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.8,5.6,22.2,0,10.1
Wed Jun 15 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,15.1,10,18.9,0,13.6
Thu Jun 16 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.1,10.6,18.9,2.8,8.7
Sat Jun 18 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.6,10,16.7,1,13.3
Sun Jun 19 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.9,11.1,16.7,0.5,23.1
Mon Jun 20 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.5,9.4,18.9,3,14.7
Tue Jun 21 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.2,8.9,11.1,10.7,18.4
Thu Jun 23 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.1,8.3,15,0.5,11.7
Sun Jun 26 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.5,10,15,4.8,18.9
Mon Jun 27 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12,8.9,17.8,1.5,10.4
Sat Jul 02 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12,10,14.4,0,14.2
Tue Jul 05 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.7,5.6,19.4,0,8.3
Wed Jul 06 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,15.6,7.8,22.8,0,10.2
Thu Jul 07 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.7,8.9,24.4,0,9.9
Fri Jul 08 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,16,11.1,21.1,0,5.6
Sun Jul 10 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.1,8.9,23.3,0,10.8
Mon Jul 11 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,15.7,9.4,21.1,0,10.7
Tue Jul 12 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.6,11.7,15,2,10.7
Fri Jul 15 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.1,8.9,18.3,3,11
Sat Jul 16 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,8.9,16.1,3,8.7
Tue Jul 19 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12,9.4,15,0.8,7.2
Thu Jul 21 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12,10.6,16.1,2.3,18.1
Sat Jul 23 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.3,10,18.9,9.7,10.6
Sun Jul 24 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,15.7,10,24.4,0,9.7
Wed Jul 27 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.8,7.8,25.6,0,7.4
Fri Jul 29 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.8,12.2,22.2,5.8,12.2
Sat Jul 30 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,13,11.1,14.4,0.3,15.1
Sun Jul 31 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.1,10,14.4,0.5,9.4
Wed Aug 03 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.8,7.8,26.1,0,7.2
Fri Aug 05 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.5,10,23.3,0,6.9
Sat Aug 06 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,15.2,12.2,17.2,1,21.3
Sun Aug 07 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.5,11.1,20,3.3,10.4
Mon Aug 08 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,14,12.2,15.6,4.1,7.9
Tue Aug 09 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.1,11.1,22.8,0,6
Fri Aug 12 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,15.3,8.3,23.3,0,10.7
Sat Aug 13 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,17,8.3,26.1,0,7.4
Sun Aug 14 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.6,9.4,23.3,0,11.1
Tue Aug 16 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,15.9,8.3,24.4,0,10.5
Thu Aug 18 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,17.3,8.3,26.7,0,6.2
Mon Aug 22 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,10,13.3,13.2,10.8
Tue Aug 23 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.6,9.4,12.8,0,6.5
Wed Aug 24 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,9.4,16.1,0.3,8
Thu Aug 25 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.1,10,15,11.7,13.3
Sat Aug 27 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.5,7.2,17.2,0,6.3
Mon Aug 29 1977 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.4,5,16.7,0,6.2
Thu Sep 01 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,13.3,6.7,19.4,0.3,9.4
Sat Sep 03 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,13.7,7.2,19.4,0,11.7
Sun Sep 04 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,11.7,9.4,12.8,14,18.2
Mon Sep 05 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,11.7,10,13.9,3,13.9
Tue Sep 06 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,11,10.6,11.7,6.1,22.2
Wed Sep 07 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,10.6,10,11.7,5.6,21
Sat Sep 10 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,11.7,10.6,12.2,15.7,22.3
Wed Sep 14 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,9.4,3.3,16.1,0,7.7
Fri Sep 16 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,10.5,7.2,16.1,0,6.4
Sat Sep 17 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,10.4,7.8,12.2,0.8,15.8
Sun Sep 18 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,9.4,7.2,12.2,1,5.5
Tue Sep 20 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,10.9,10,11.7,32.5,26
Wed Sep 21 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,9.1,7.8,11.1,7.4,20.7
Sat Sep 24 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.3,2.2,14.4,0,4.1
Sun Sep 25 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,6.7,0,14.4,0,3.3
Wed Sep 28 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,9,6.1,10,17.8,27.1
Thu Sep 29 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,6,0.6,10,0.8,9.3
Sat Oct 01 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,2.8,-2.2,8.9,0,3.4
Mon Oct 03 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,3.3,-2.2,8.9,0.3,4.7
Tue Oct 04 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,5.1,-0.6,12.2,0,3.1
Fri Oct 07 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,6.6,3.9,9.4,1.3,17.5
Sun Oct 09 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,6.4,4.4,8.3,15.2,9.3
Mon Oct 10 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.2,6.1,10,11.4,8.7
Wed Oct 12 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.1,6.1,8.9,9.1,18.2
Fri Oct 14 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,9.2,7.8,10,6.1,36.1
Sat Oct 15 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.6,7.2,8.3,17.3,31.4
Sun Oct 16 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.9,6.1,8.9,18.5,30.9
Tue Oct 18 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,3,0.6,5.6,0.3,12.2
Wed Oct 19 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,4.4,1.7,7.8,0.8,17.6
Thu Oct 20 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,6.9,5.6,10,5.3,28.4
Fri Oct 21 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.3,3.3,10,18.5,19.1
Sat Oct 22 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,4.1,0.6,7.2,0,16.5
Sun Oct 23 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,4.5,-1.1,8.9,0,16.3
Mon Oct 24 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,5.4,2.2,8.3,0,7.3
Tue Oct 25 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,5.7,4.4,6.7,6.4,28
Wed Oct 26 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,6.7,6.1,8.3,5.8,24.1
Sat Oct 29 1977 19:00:00 GMT-0500 (Central Daylight Time),Autumn,4.2,1.7,6.7,15.5,12.3
Mon Oct 31 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,0.8,-2.8,5.6,0,6.7
Tue Nov 01 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,0.3,-3.3,3.3,3.3,12.7
Wed Nov 02 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,2.5,1.7,3.3,3.3,23.3
Thu Nov 03 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,3.5,1.1,5,9.1,24
Fri Nov 04 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,2.1,0,5,2.3,10.8
Sat Nov 05 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,0.9,0,3.3,13.7,9.8
Sun Nov 06 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,1.1,0,2.2,3,15.2
Mon Nov 07 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-0.2,-1.1,0.6,1,13.5
Wed Nov 09 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-4,-7.2,-2.2,6.4,7.7
Thu Nov 10 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-0.5,-2.8,2.8,20.6,14.3
Fri Nov 11 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,2.2,0.6,3.9,9.7,12.6
Sat Nov 12 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,3,0.6,5,3.3,21.1
Sun Nov 13 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,2.9,1.7,4.4,7.4,19.1
Mon Nov 14 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,1.2,-0.6,3.3,5.6,9.7
Tue Nov 15 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-0.6,-1.7,0.6,0.5,12.7
Fri Nov 18 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-5.5,-11.1,-1.7,0,13.5
Sat Nov 19 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-9.5,-12.2,-4.4,0,6.1
Sun Nov 20 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-6.7,-11.1,-0.6,0,7.8
Tue Nov 22 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-6.6,-12.2,-4.4,0,16.8
Wed Nov 23 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-5.9,-8.9,-3.9,0,19.6
Thu Nov 24 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-3.4,-6.1,0,4.3,9.5
Fri Nov 25 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,-1.3,-2.8,-0.6,7.4,0.2
Sun Nov 27 1977 18:00:00 GMT-0600 (Central Standard Time),Autumn,1.3,-1.1,3.3,5.8,16.8
Wed Nov 30 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-2,-9.4,0.6,4.8,4.9
Sat Dec 03 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-13,-15.6,-12.2,0,20.7
Mon Dec 05 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-13.2,-13.9,-11.7,0,20.7
Tue Dec 06 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-15.3,-19.4,-13.3,0,20.1
Wed Dec 07 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-17.4,-21.7,-13.3,0,12.3
Thu Dec 08 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-15.2,-20,-11.1,0,17.8
Fri Dec 09 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-13.6,-17.8,-9.4,0,15.5
Sun Dec 11 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-4.3,-11.7,-0.6,1.5,24.3
Mon Dec 12 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-2.1,-3.9,-1.1,0.3,1.7
Tue Dec 13 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-3,-5.6,-1.1,19.3,3.3
Mon Dec 19 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-3.9,-8.3,-2.2,0.5,5.4
Tue Dec 20 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-9.7,-15,-6.7,0,4.3
Mon Dec 26 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,1.8,1.1,3.3,14,18.6
Tue Dec 27 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-1.2,-4.4,1.1,0.5,5
Wed Dec 28 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-5.7,-8.9,-3.3,0,2.1
Sat Dec 31 1977 18:00:00 GMT-0600 (Central Standard Time),Winter,-8.3,-13.3,-5.6,0,0
Sun Jan 01 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-11.7,-15,-6.1,0,1.4
Tue Jan 03 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-7.3,-13.3,-4.4,0,17.7
Fri Jan 06 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-10.2,-12.2,-8.3,0,21
Mon Jan 09 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,3.3,0.6,5.6,0.5,18.7
Wed Jan 11 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,0.1,-1.1,1.1,0,4.9
Mon Jan 16 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-3.8,-7.2,-2.2,3.8,3.4
Tue Jan 17 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-2.6,-7.2,-0.6,0.5,2.3
Thu Jan 19 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,1.8,-1.7,5,3,16.8
Sat Jan 21 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,1.8,0.6,2.8,0,15.7
Mon Jan 23 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,5.8,4.4,7.2,11.7,37.3
Tue Jan 24 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,1.6,-0.6,4.4,0,10
Fri Jan 27 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-5.6,-10.6,-0.6,0,1.1
Sun Jan 29 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-4.3,-10.6,-2.2,0,15.4
Mon Jan 30 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-9.1,-13.3,-3.3,0,11.6
Thu Feb 02 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-8.3,-11.1,-6.1,0,17.2
Fri Feb 03 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-6.2,-9.4,-0.6,2.8,3.2
Sat Feb 04 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,3.7,-0.6,7.8,11.2,22.1
Mon Feb 06 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,2.3,1.1,3.9,1,6.7
Thu Feb 09 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,3.4,2.2,6.7,0,17.7
Sat Feb 11 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-2.1,-5.6,2.8,0,6.7
Wed Feb 15 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,0.7,-0.6,2.8,0,4.7
Thu Feb 16 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,2.2,0,5,1,15.8
Fri Feb 17 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,4.1,2.8,5.6,0.5,23
Fri Feb 24 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-2.3,-6.7,0.6,0,5.2
Tue Feb 28 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,-2.6,-11.1,2.8,0,16.3
Fri Mar 03 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,-5.3,-12.2,1.1,0,11.9
Sat Mar 04 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,-3.7,-8.3,2.2,0,5.1
Tue Mar 07 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,3.9,2.2,5,2.8,18.4
Thu Mar 09 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,2.1,1.1,4.4,3.3,9.4
Fri Mar 10 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,2,-2.2,6.7,0,4.3
Sun Mar 12 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,1.9,-1.7,4.4,2,15.6
Mon Mar 13 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,2.3,-0.6,5.6,0,15.5
Tue Mar 14 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,3.3,0.6,6.7,0.3,8.8
Sat Mar 18 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,3.8,2.8,5.6,3.3,26.3
Tue Mar 21 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,1.5,-2.8,5.6,0,5.9
Wed Mar 22 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,1.9,0,4.4,0.3,5.7
Thu Mar 23 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,1.8,0,3.9,0.5,15.4
Fri Mar 24 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,2.2,0,6.1,2,12.8
Sat Mar 25 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,2.3,0.6,5.6,2.8,13.4
Sun Mar 26 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,2.5,0,6.1,4.8,10.7
Mon Mar 27 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,3,-2.2,6.1,0.8,16.4
Wed Mar 29 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,2,-2.8,6.7,0,8.2
Thu Mar 30 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,3.8,1.7,6.7,1.3,14.6
Fri Mar 31 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,3,1.1,5.6,4.3,7
Sun Apr 02 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,3.7,0,8.3,0.5,5.3
Mon Apr 03 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,3,-2.2,8.9,0,6.7
Wed Apr 05 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,2.8,-2.8,7.2,0.3,15.5
Fri Apr 07 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,4.1,2.8,6.7,0.3,17.4
Sat Apr 08 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,2.7,0.6,6.1,24.4,19.3
Sun Apr 09 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,4.4,2.8,6.7,3,19.2
Wed Apr 12 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,4.8,-3.3,12.8,0,7.8
Thu Apr 13 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,4,-2.2,10.6,0,9.7
Sat Apr 15 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,3.9,-3.9,11.1,0,6.4
Sun Apr 16 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,5.9,-1.1,13.3,0,5.7
Mon Apr 17 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,7.9,1.7,15,0,8.8
Tue Apr 18 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,8.1,0.6,16.7,0,7.9
Thu Apr 20 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,8.1,-0.6,17.2,0,6.1
Fri Apr 21 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,7.3,1.1,13.9,0.3,5.3
Sat Apr 22 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,6.9,-0.6,13.9,0,6.4
Sun Apr 23 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,8.1,1.1,15.6,0,7.5
Tue Apr 25 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,8.3,5.6,10.6,4.8,10.6
Wed Apr 26 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,6.8,2.8,10.6,0,10.8
Thu Apr 27 1978 18:00:00 GMT-0600 (Central Standard Time),Spring,4.9,1.1,8.9,3.3,12.3
Mon May 01 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,5.3,3.9,6.1,3.6,24.6
Tue May 02 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,5,3.3,7.2,2.8,16.8
Fri May 05 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.9,-1.1,14.4,0,6.7
Sat May 06 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,9,6.1,10.6,3.3,14.6
Sun May 07 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.1,4.4,7.2,2,13
Wed May 10 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,10.3,5,16.7,0.8,5.4
Thu May 11 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,10.2,6.7,13.3,0,23.7
Fri May 12 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,10.7,3.9,16.7,0,11.6
Sun May 14 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,11.1,6.1,17.2,0.3,13.3
Mon May 15 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.3,5,11.7,5.1,19.1
Tue May 16 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.5,4.4,8.9,5.3,10.9
Wed May 17 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.7,5.6,8.3,6.4,23.9
Thu May 18 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.4,3.9,10.6,8.9,10.3
Sat May 20 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,10.3,1.1,19.4,0,8.1
Sun May 21 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,12.7,5,21.1,0,7.4
Tue May 23 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,10.4,5,15,0,15
Sun May 28 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,9.1,6.7,13.9,1.3,17.5
Mon May 29 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,10.7,7.2,13.9,3.8,10.9
Tue May 30 1978 19:00:00 GMT-0500 (Central Daylight Time),Spring,11,8.9,12.8,12.2,17.1
Thu Jun 01 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.8,8.9,19.4,0.3,8.9
Fri Jun 02 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,15.4,7.8,23.9,0,5.3
Thu Jun 08 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.6,7.2,16.1,0.5,7.5
Fri Jun 09 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.1,8.9,20,0,12.4
Sat Jun 10 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.9,6.7,22.2,0,9
Sun Jun 11 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,15.8,7.8,22.8,0,11.1
Mon Jun 12 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.3,6.7,20.6,0,12.5
Thu Jun 15 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,9.4,15,13.5,12.4
Sat Jun 17 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,8.8,7.2,9.4,2,10.9
Sun Jun 18 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,9.2,8.3,10,6.6,10.5
Wed Jun 21 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.6,4.4,22.2,0,9.6
Thu Jun 22 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.8,7.2,16.7,1.3,8
Fri Jun 23 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.6,9.4,15.6,2.8,12.7
Sat Jun 24 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,9.9,8.9,11.1,1.5,14.8
Sun Jun 25 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.3,9.4,11.7,11.7,17.4
Wed Jun 28 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.4,3.3,20,0,7.5
Sat Jul 01 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,9.1,8.3,9.4,14.5,20.2
Sun Jul 02 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.5,8.9,11.7,10.4,18.8
Mon Jul 03 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.2,10,17.8,0.3,6.9
Wed Jul 05 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.3,10,17.8,2.8,7.4
Thu Jul 06 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.8,10,18.9,0.3,9
Fri Jul 07 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.4,11.1,18.9,0,9.3
Sat Jul 08 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.3,10.6,20,0,10.6
Sun Jul 09 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.4,8.3,19.4,0,10.2
Wed Jul 12 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.5,9.4,15,2,10.8
Thu Jul 13 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.7,10,11.1,6.6,14.4
Sun Jul 16 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,12,8.3,16.1,0,6.8
Mon Jul 17 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.9,6.7,21.7,0,7.7
Tue Jul 25 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,11,8.3,13.3,0,8
Wed Jul 26 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.6,7.8,18.3,0,8.3
Sun Jul 30 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,17,8.3,26.7,0,5.4
Tue Aug 01 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,17,8.9,25,0,7
Wed Aug 02 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.6,9.4,22.8,0,8.7
Thu Aug 03 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.8,11.1,16.1,20.1,8.6
Fri Aug 04 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.2,7.2,18.3,3,14.1
Sun Aug 06 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.6,8.9,15,19.8,13
Mon Aug 07 1978 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.6,11.1,22.2,3,14.4
