date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,avg_wind_speed_kmh
Thu Nov 23 1978 18:00:00 GMT-0600 (Central Standard Time),Autumn,2.8,1.7,3.9,9.7,18.8
Sun Nov 26 1978 18:00:00 GMT-0600 (Central Standard Time),Autumn,6.4,5,7.2,7.9,29.8
Wed Nov 29 1978 18:00:00 GMT-0600 (Central Standard Time),Autumn,-1.8,-4.4,1.7,0,0.5
Thu Nov 30 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,0.6,-4.4,2.8,2.8,23.3
Fri Dec 01 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,4.4,2.2,6.1,22.4,32.5
Fri Dec 08 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,3.8,1.7,5.6,4.6,17.8
Thu Dec 14 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,0.2,-1.1,2.2,3.6,9.7
Fri Dec 15 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-3.9,-8.9,0,0.3,5
Mon Dec 18 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,1.5,0.6,3.3,6.9,18.7
Tue Dec 19 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,1,-1.7,3.3,4.3,14.7
Wed Dec 20 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-2.3,-7.8,-1.1,0.5,9.3
Fri Dec 22 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,0.5,-3.3,2.2,4.6,22.2
Tue Dec 26 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-11.5,-15,-8.9,0,3.1
Fri Dec 29 1978 18:00:00 GMT-0600 (Central Standard Time),Winter,-6.2,-12.8,-5,0,12.6
Wed Jan 03 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-13.4,-17.2,-9.4,0,1.7
Sat Jan 06 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-16,-20,-7.8,0,0
Sun Jan 07 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-16,-20.6,-8.3,0,0
Mon Jan 08 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-13.9,-18.9,-7.8,0,0.3
Tue Jan 09 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-14.5,-19.4,-7.2,0,1.2
Wed Jan 10 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-14.9,-20,-10,0,2.5
Fri Jan 12 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-13.1,-20.6,-7.2,0,9.8
Sat Jan 13 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-16.2,-23.3,-9.4,0,4.1
Fri Jan 19 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-1.8,-6.7,1.7,0,4.6
Sat Jan 20 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-1.4,-7.2,0.6,1.5,24.3
Mon Jan 22 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-0.2,-1.7,1.7,3.3,5
Tue Jan 23 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-0.1,-1.7,1.1,5.6,6.3
Wed Jan 24 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,0.2,-0.6,1.1,5.1,23.9
Fri Jan 26 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-0.1,-2.2,0.6,0,9
Sat Jan 27 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,0.3,-0.6,0.6,0.8,18.1
Mon Jan 29 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-5.6,-11.1,-2.2,0,5.9
Wed Jan 31 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-4.3,-8.3,-0.6,0,15
Sun Feb 04 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-11.8,-12.2,-11.1,2.8,16.5
Tue Feb 06 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-17,-22.2,-15.6,0.5,15.7
Fri Feb 09 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-16,-19.4,-15,0,18.6
Sat Feb 10 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-16.1,-21.1,-11.1,0,12.8
Sun Feb 11 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-16,-22.2,-12.2,0,16.6
Mon Feb 12 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-18.5,-23.3,-16.7,0,18.6
Thu Feb 15 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-10.7,-20.6,-6.7,0,8.2
Sat Feb 17 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-7.8,-12.8,-4.4,0,10
Sun Feb 18 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-7.2,-16.1,-2.2,0,4.7
Mon Feb 19 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-12.2,-20.6,-3.3,0,2.8
Tue Feb 20 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-8.8,-15.6,-5.6,0,17.9
Thu Feb 22 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-8.4,-15,-5,0,15.9
Fri Feb 23 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-9.1,-15,-6.1,0,15.9
Sat Feb 24 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-9.1,-18.3,-5,0,13.8
Sun Feb 25 1979 18:00:00 GMT-0600 (Central Standard Time),Winter,-12.5,-19.4,-6.1,0,9.2
Wed Feb 28 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,-5,-6.7,-3.3,2.5,2.6
Fri Mar 02 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,2.3,0.6,3.9,6.1,17.9
Mon Mar 05 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,3.2,0.6,5.6,5.3,12.2
Thu Mar 08 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,2.3,1.7,3.3,20.1,28.9
Fri Mar 09 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,2.3,-0.6,6.1,0,4
Sat Mar 10 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,0.8,-0.6,2.8,3.6,7.7
Sun Mar 11 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,2.5,1.1,3.9,7.1,20.8
Wed Mar 14 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,1.9,-1.7,7.2,0,8.4
Thu Mar 15 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,2.6,1.1,3.3,1,16.6
Fri Mar 16 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,3.7,1.7,6.7,0,20.5
Thu Mar 22 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,-0.1,-3.3,1.7,8.6,6.4
Mon Mar 26 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,1.3,-2.8,3.3,0.8,15.4
Wed Mar 28 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,-0.5,-5.6,5,0,7.3
Sat Mar 31 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,1.2,-3.9,6.1,0,9.5
Sun Apr 01 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,-1.5,-5.6,2.2,0,7.6
Mon Apr 02 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,0.1,-1.1,1.7,0.5,3.6
Wed Apr 04 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,2.1,0.6,5,11.4,17.9
Thu Apr 05 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,3,1.7,5.6,2.8,19.5
Mon Apr 09 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,4,-1.1,11.7,0,7.4
Thu Apr 12 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,5.9,0.6,10.6,0,14.1
Sat Apr 14 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,3.5,-1.7,10,0,6.6
Sun Apr 15 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,4.1,-1.1,11.1,0,7.1
Tue Apr 17 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,4.5,-3.3,13.3,0,5.5
Wed Apr 18 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,5,-3.9,13.3,0,7.2
Thu Apr 19 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,5.1,-3.3,12.8,0,7.4
Sat Apr 21 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,8.2,-1.1,17.8,0,6.8
Sun Apr 22 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,8.3,0.6,15,0,8.4
Fri Apr 27 1979 18:00:00 GMT-0600 (Central Standard Time),Spring,9.7,0.6,18.3,0,5.8
Sun Apr 29 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,9.7,1.7,18.9,0,7
Mon Apr 30 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,9.3,1.7,15.6,0,7.7
Tue May 01 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,9.9,7.8,13.9,0.3,14.9
Wed May 02 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,9.6,6.7,12.8,0,12
Thu May 03 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,9.2,4.4,15.6,2.3,8.3
Sat May 05 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,9.7,0.6,17.2,0.5,7.4
Thu May 10 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.3,5,8.3,4.6,22.2
Sat May 12 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.4,4.4,9.4,0.8,19.1
Sun May 13 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.8,2.2,13.9,0,11.8
Wed May 23 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.6,7.2,11.7,2.8,21.9
Fri May 25 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.7,6.7,11.7,2.5,8
Sat May 26 1979 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.6,5.6,12.8,1.8,7.3
Thu Jun 07 1979 19:00:00 GMT-0500 (Central Daylight Time),Summer,9.4,7.2,12.2,0,10.9
Sun Oct 13 1996 19:00:00 GMT-0500 (Central Daylight Time),Autumn,4.4,1.1,7.2,0.5,8.4
Tue Dec 10 1996 18:00:00 GMT-0600 (Central Standard Time),Winter,1,-1.1,2.8,0,23
Wed Feb 11 1998 18:00:00 GMT-0600 (Central Standard Time),Winter,4.6,0.6,7.8,5.1,16.9
Sun May 21 2000 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.7,5,7.8,15,28.8
Tue May 23 2000 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.2,2.8,11.1,0.3,6.1
Fri May 26 2000 19:00:00 GMT-0500 (Central Daylight Time),Spring,11.1,2.2,20,0,7.9
Sat May 27 2000 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.9,4.4,13.3,0.8,15.8
Sun May 28 2000 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.7,2.8,10,12.2,11.5
Sat Jun 10 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.6,7.8,12.8,0,14
Sun Jun 11 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.4,7.2,21.1,0,8.6
Mon Jun 12 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,10,13.3,1.8,21.2
Wed Jun 14 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,8.3,14.4,0.5,9.4
Thu Jul 13 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.8,8.3,17.2,0,7.9
Sat Jul 15 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.4,10,18.3,0,6.1
Sun Jul 16 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.2,11.1,13.3,6.6,14.8
Sat Jul 29 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.1,7.8,13.9,4.6,4.7
Sat Aug 05 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,7.8,15.6,0.5,2.2
Sun Aug 06 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.3,8.9,17.8,0,2.9
Mon Aug 07 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.6,8.3,12.8,27.4,0.4
Tue Aug 08 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,15,9.4,20,0,7.6
Wed Aug 09 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.1,8.9,22.8,0,5.8
Wed Aug 30 2000 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.8,5,20,0,5.4
Sun Sep 03 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,11.1,9.4,12.8,38.9,21.2
Mon Sep 04 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,12.2,10,13.9,2.3,15.5
Tue Sep 26 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,11.7,9.4,13.9,0.5,24.5
Wed Sep 27 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,10,7.8,12.2,4.8,24.1
Thu Sep 28 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,6.7,4.4,8.9,4.8,6.1
Fri Sep 29 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,2.2,-1.1,5,2.8,2.9
Sat Sep 30 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,1.7,-3.9,7.2,0,3.6
Mon Oct 02 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,2.2,-3.3,7.8,0.8,1.8
Tue Oct 03 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,1.7,-3.3,6.1,1.5,1.4
Wed Oct 04 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,6.7,2.8,10.6,25.4,25.9
Sat Oct 07 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.2,6.1,8.3,6.1,28.4
Sun Oct 08 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.8,6.7,8.3,4.8,27.4
Sun Oct 15 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.8,6.1,9.4,1.8,24.1
Wed Oct 18 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.2,4.4,9.4,1.8,7.2
Thu Oct 19 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,5,3.9,6.1,8.1,5
Sat Oct 21 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,7.8,6.1,8.9,8.4,20.9
Sun Oct 22 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,6.7,3.9,8.9,6.1,16.9
Mon Oct 23 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,5,2.8,7.2,2,4
Tue Oct 24 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,3.3,0.6,6.1,0,1.4
Wed Oct 25 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,2.8,0.6,4.4,0,0.4
Fri Oct 27 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,2.2,-2.8,7.2,0,4.7
Sat Oct 28 2000 19:00:00 GMT-0500 (Central Daylight Time),Autumn,0.6,-3.9,4.4,0,1.1
Sat Nov 04 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,0.6,-0.6,1.7,0.5,0.7
Sun Nov 05 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,2.8,0.6,4.4,8.1,2.5
Mon Nov 06 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,3.9,1.7,5.6,1.8,15.1
Tue Nov 07 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,3.3,1.7,5,0,2.9
Wed Nov 08 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,0.6,-1.1,2.2,0,0.7
Thu Nov 09 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,0.6,-1.1,2.2,2,14.4
Fri Nov 10 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,4.4,2.2,6.1,18.5,27.4
Sat Nov 11 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,4.4,1.7,6.7,6.9,15.1
Sun Nov 12 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,3.9,1.7,5.6,0,12.2
Mon Nov 13 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,5,3.9,5.6,0,19.8
Thu Nov 23 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,4.4,2.8,5.6,6.1,18.4
Fri Nov 24 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,3.9,2.2,5,3,20.2
Sun Nov 26 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,3.3,1.7,4.4,2.3,13
Tue Nov 28 2000 18:00:00 GMT-0600 (Central Standard Time),Autumn,0.6,-4.4,5.6,0,15.1
Sat Dec 30 2000 18:00:00 GMT-0600 (Central Standard Time),Winter,3.3,-0.6,7.2,2.8,18.4
Wed Feb 14 2001 18:00:00 GMT-0600 (Central Standard Time),Winter,-5.6,-11.1,-0.6,0,0.4
Thu Feb 15 2001 18:00:00 GMT-0600 (Central Standard Time),Winter,-6.7,-11.1,-2.2,0,1.1
Fri Feb 16 2001 18:00:00 GMT-0600 (Central Standard Time),Winter,-6.1,-11.1,-1.1,0,1.8
Sat Feb 17 2001 18:00:00 GMT-0600 (Central Standard Time),Winter,-5,-11.1,0.6,0,0
Sun Feb 18 2001 18:00:00 GMT-0600 (Central Standard Time),Winter,-5,-10,0,0,0.4
Sun Feb 25 2001 18:00:00 GMT-0600 (Central Standard Time),Winter,2.8,1.1,4.4,25.4,39.6
Mon Feb 26 2001 18:00:00 GMT-0600 (Central Standard Time),Winter,4.4,2.8,5.6,26.2,34.2
Tue Feb 27 2001 18:00:00 GMT-0600 (Central Standard Time),Winter,2.8,0,5.6,1.3,8.6
Wed Feb 28 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,3.3,-1.1,7.2,0,10.1
Wed Mar 07 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,3.9,1.1,6.1,1.5,12.2
Tue Mar 13 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,4.4,1.1,7.8,0,16.6
Wed Mar 14 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,3.9,1.1,6.7,5.8,15.1
Thu Mar 15 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,2.8,0.6,5,3.6,12.6
Fri Mar 16 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,3.3,1.1,5.6,1.8,4.3
Sun Mar 18 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,-6.7,-8.3,-5,0,28.4
Sat Mar 24 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,4.4,-2.2,10.6,1.3,15.1
Sun Mar 25 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,3.3,0.6,6.1,2.3,36.7
Mon Mar 26 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,2.2,0,3.9,3.6,9.4
Tue Mar 27 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,2.2,0.6,3.3,3.8,10.4
Wed Mar 28 2001 18:00:00 GMT-0600 (Central Standard Time),Spring,2.8,-0.6,5.6,0.3,5.4
Wed Apr 04 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,2.2,-2.2,6.1,0.3,9.7
Fri Apr 06 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,2.8,-2.8,8.3,0,5.8
Sat Apr 07 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,0.6,-2.2,3.3,4.8,14.4
Sun Apr 08 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,3.3,-2.8,9.4,0,5.4
Mon Apr 09 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,3.9,-3.3,10.6,0,5.4
Tue Apr 10 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,5,1.1,8.3,1.5,19.1
Wed Apr 11 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,4.4,1.7,6.7,1,12.2
Thu Apr 12 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,5,1.1,8.9,2.3,23.4
Fri Apr 13 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,3.9,-1.7,9.4,0,8.3
Sat Apr 14 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,3.9,-3.3,10.6,0,5
Sun Apr 15 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,5,-3.9,13.3,0,5.4
Mon Apr 16 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,4.4,-1.7,10,1,10.1
Tue Apr 17 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.8,3.3,11.7,0,15.8
Wed Apr 18 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.7,0.6,12.2,0,6.8
Thu Apr 19 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.2,-0.6,14.4,0,5.8
Fri Apr 20 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.2,0.6,13.3,0,5.8
Sat Apr 21 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.8,3.9,11.1,1,13
Sun Apr 22 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.7,3.3,10,2.8,21.6
Mon Apr 23 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,5.6,3.9,7.2,8.4,21.2
Tue Apr 24 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.2,3.9,10,0.8,19.1
Thu Apr 26 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.1,2.8,8.9,10.7,19.4
Sun Apr 29 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.2,2.8,11.7,0.8,11.5
Mon Apr 30 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.7,1.7,11.7,1.3,9.7
Tue May 01 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,3.9,2.8,5,22.6,35.6
Wed May 02 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,5,2.8,6.7,11.9,20.2
Thu May 03 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,4.4,1.7,6.7,7.9,8.6
Fri May 04 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,3.3,-0.6,6.7,1,12.2
Sat May 05 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.2,2.8,11.1,0,18.4
Sun May 06 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,5.6,3.9,7.2,8.1,36
Mon May 07 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,5.6,3.9,6.7,14.7,33.8
Wed May 09 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.1,1.7,10.6,0,12.6
Thu May 10 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.7,2.8,10,2.8,14.4
Fri May 11 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.3,1.1,15,2,10.1
Tue May 15 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,9.4,5,13.3,1.8,20.9
Wed May 16 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.3,4.4,11.7,0.8,18.7
Fri May 18 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.2,1.1,13.3,0.3,9
Sat May 19 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.8,5,10,3,20.9
Sun May 20 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.9,6.1,11.1,4.6,15.8
Mon May 21 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.3,6.1,10,7.9,15.5
Tue May 22 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,6.1,3.9,7.8,10.4,14
Wed May 23 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.2,3.9,10.6,0.3,7.9
Thu May 24 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,7.8,2.2,12.8,0,7.9
Fri May 25 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.9,1.1,16.1,0,9
Sat May 26 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,10.6,6.1,15,2.8,12.2
Sun May 27 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,11.1,5,16.7,0.8,6.1
Mon May 28 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,8.9,6.7,10.6,7.4,12.2
Tue May 29 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,10.6,6.7,14.4,1,11.2
Wed May 30 2001 19:00:00 GMT-0500 (Central Daylight Time),Spring,11.1,7.8,13.9,7.4,9.4
Thu May 31 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,6.7,16.7,0,12.6
Fri Jun 01 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,9.4,8.3,10.6,4.8,8.3
Sat Jun 02 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,8.9,7.2,10,9.1,16.2
Sun Jun 03 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.6,7.8,13.3,0.5,12.2
Sat Jun 09 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,8.9,7.2,10.6,1.8,14
Sun Jun 10 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,10,7.8,12.2,1.5,6.1
Mon Jun 11 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.1,8.3,13.3,0,5.4
Tue Jun 19 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.9,10,17.2,3.3,9
Wed Jun 20 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.8,10,15.6,0.3,15.5
Thu Jun 21 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.8,10,15,4.3,13.3
Fri Jun 22 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.2,8.3,16.1,2.5,6.5
Wed Jun 27 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.4,10,18.3,2.8,11.5
Thu Jun 28 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.3,10,16.7,0,4.3
Sat Jun 30 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,16.1,10,21.7,1.8,9.4
Sun Jul 01 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.3,10,16.7,1,5
Mon Jul 02 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.9,6.7,21.1,0,11.2
Tue Jul 03 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,10,13.3,13.5,15.1
Wed Jul 04 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.6,10,11.1,19.8,27
Thu Jul 05 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.6,8.9,11.7,17,24.8
Fri Jul 06 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,10,9.4,10.6,16,22.7
Sat Jul 07 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,8.9,14.4,8.6,14.4
Sun Jul 08 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,12.2,8.9,15,3.6,17.6
Mon Jul 09 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,9.4,13.3,0.8,11.5
Tue Jul 10 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,9.4,13.3,3,12.2
Wed Jul 11 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,10.6,7.2,13.9,4.1,13.3
Thu Jul 12 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,11.7,10.6,12.8,5.1,17.6
Fri Jul 13 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,13.3,10.6,16.1,3.6,11.2
Sat Jul 14 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.4,10,18.9,0,7.2
Sun Jul 15 2001 19:00:00 GMT-0500 (Central Daylight Time),Summer,14.4,10.6,17.8,0,5.8
